stock: smu, price: 100, userId: john, date: Tue Oct 22 2013 21:14:37 GMT+0800 (Malay Peninsula Standard Time)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:49:57 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:49:57 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:49:57 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:49:57 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:49:57 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:49:57 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:49:58 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:49:58 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:00 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:00 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:01 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:01 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:01 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:01 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:02 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:03 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:03 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:03 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:03 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:03 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:03 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:03 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:05 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:06 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:06 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:07 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:08 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:09 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:10 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:11 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:12 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:14 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:15 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:16 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:17 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:18 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:18 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:18 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:18 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:18 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:18 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:18 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:18 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:18 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:19 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:19 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:19 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:19 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:19 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:21 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:21 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:21 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:22 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:22 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:22 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:22 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:23 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:24 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:24 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:24 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:24 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:24 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:24 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:24 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:24 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:25 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:25 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:25 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:25 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:25 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:25 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:26 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:26 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:27 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:27 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:27 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:27 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:27 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:27 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:28 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:28 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:28 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:28 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:28 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:28 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:28 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:28 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:28 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:29 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:29 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:29 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:29 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:29 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:29 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:30 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:31 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:31 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:31 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:31 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:31 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:32 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:32 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:32 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:32 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:32 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:32 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:33 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:33 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:33 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:33 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:34 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:35 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:35 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:35 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:35 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:36 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:36 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:36 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:36 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:36 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:37 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:38 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:39 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:39 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:39 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:39 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:39 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:39 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:39 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:40 GMT+0800 (SGT)
stock: smu, price: 10, userId: john, date: Sat Oct 26 2013 15:50:40 GMT+0800 (SGT)
